symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
BLUESTARCO,INE472A01039,2023-08-02,NSE,EQ,EQ,buy,false,13.000000,781.099976,790160,1000000004705369,2023-08-02T09:41:16
BLUESTARCO,INE472A01039,2023-08-02,NSE,EQ,EQ,buy,false,1.000000,781.099976,790159,1000000004705369,2023-08-02T09:41:16
BLUESTARCO,INE472A01039,2023-08-02,NSE,EQ,EQ,buy,false,3.000000,781.000000,790155,1000000004705369,2023-08-02T09:41:16
BLUESTARCO,INE472A01039,2023-08-02,NSE,EQ,EQ,buy,false,1.000000,781.000000,790156,1000000004705369,2023-08-02T09:41:16
BLUESTARCO,INE472A01039,2023-08-02,NSE,EQ,EQ,buy,false,3.000000,780.950012,790154,1000000004705369,2023-08-02T09:41:16
BLUESTARCO,INE472A01039,2023-08-02,NSE,EQ,EQ,buy,false,13.000000,781.049988,790157,1000000004705369,2023-08-02T09:41:16
BLUESTARCO,INE472A01039,2023-08-02,NSE,EQ,EQ,buy,false,9.000000,781.049988,790158,1000000004705369,2023-08-02T09:41:16
BLUESTARCO,INE472A01039,2023-08-02,NSE,EQ,EQ,buy,false,9.000000,781.099976,790161,1000000004705369,2023-08-02T09:41:16
BLUESTARCO,INE472A01039,2023-08-02,NSE,EQ,EQ,buy,false,16.000000,781.150024,790162,1000000004705369,2023-08-02T09:41:16
PENIND,INE932A01024,2023-09-01,NSE,EQ,EQ,sell,false,32.000000,111.099998,42685171,1200000016458918,2023-09-01T11:16:37
PENIND,INE932A01024,2023-09-01,NSE,EQ,EQ,sell,false,37.000000,111.099998,42685170,1200000016458918,2023-09-01T11:16:37
SANGHVIMOV,INE989A01024,2023-09-01,NSE,EQ,EQ,sell,false,9.000000,717.799988,62820576,1300000015411143,2023-09-01T11:16:37
APARINDS,INE372A01015,2023-09-01,NSE,EQ,EQ,sell,false,3.000000,4904.450195,2443185,1000000015306145,2023-09-01T11:16:37
SKIPPER,INE439E01022,2023-09-01,NSE,EQ,EQ,buy,false,72.000000,251.500000,62821120,1300000015414306,2023-09-01T11:16:39
SKIPPER,INE439E01022,2023-09-01,NSE,EQ,EQ,buy,false,27.000000,251.500000,62821119,1300000015414306,2023-09-01T11:16:39
SONATSOFTW,INE269A01021,2023-09-01,NSE,EQ,EQ,sell,false,18.000000,1027.150024,62836272,1300000015499627,2023-09-01T11:17:30
SONATSOFTW,INE269A01021,2023-09-01,NSE,EQ,EQ,sell,false,30.000000,1027.699951,62836271,1300000015499627,2023-09-01T11:17:30
ZENSARTECH,INE520A01027,2023-09-01,NSE,EQ,EQ,buy,false,15.000000,534.599976,62836813,1300000015502504,2023-09-01T11:17:32
ZENSARTECH,INE520A01027,2023-09-01,NSE,EQ,EQ,buy,false,5.000000,534.599976,62836812,1300000015502504,2023-09-01T11:17:32
AKZOINDIA,INE133A01011,2023-09-01,NSE,EQ,EQ,buy,false,1.000000,2762.500000,2455369,1000000015397922,2023-09-01T11:17:32
AKZOINDIA,INE133A01011,2023-09-01,NSE,EQ,EQ,buy,false,1.000000,2761.649902,2455368,1000000015397922,2023-09-01T11:17:32
ZENSARTECH,INE520A01027,2023-09-01,NSE,EQ,EQ,buy,false,81.000000,534.599976,62836811,1300000015502504,2023-09-01T11:17:32
SBCL,INE386D01027,2023-09-01,NSE,EQ,EQ,buy,false,7.000000,571.900024,62853343,1300000015597016,2023-09-01T11:18:30
TDPOWERSYS,INE419M01027,2023-09-01,NSE,EQ,EQ,buy,false,6.000000,264.500000,62853340,1300000015597004,2023-09-01T11:18:30
INOXWIND,INE066P01011,2023-09-01,NSE,EQ,EQ,buy,false,9.000000,208.000000,22821537,1100000015864005,2023-09-01T11:18:30
IONEXCHANG,INE570A01022,2023-09-01,NSE,EQ,EQ,buy,false,1.000000,567.799988,22821538,1100000015864009,2023-09-01T11:18:30
SHAKTIPUMP,INE908D01010,2023-09-01,NSE,EQ,EQ,buy,false,3.000000,887.849976,62853341,1300000015597006,2023-09-01T11:18:30
BORORENEW,INE666D01022,2023-09-01,NSE,EQ,EQ,buy,false,9.000000,444.750000,2466801,1000000015493447,2023-09-01T11:18:30
BLUESTARCO,INE472A01039,2023-09-01,NSE,EQ,EQ,buy,false,8.000000,733.549988,2480408,1000000015594120,2023-09-01T11:19:38
TRITURBINE,INE152M01016,2023-09-01,NSE,EQ,EQ,buy,false,5.000000,387.299988,62875473,1300000015708208,2023-09-01T11:19:38
IDFC,INE043D01016,2023-09-01,NSE,EQ,EQ,buy,false,5.000000,119.349998,22835657,1100000015966272,2023-09-01T11:19:38
TRITURBINE,INE152M01016,2023-09-01,NSE,EQ,EQ,buy,false,2.000000,387.399994,62875474,1300000015708208,2023-09-01T11:19:38
ZENSARTECH,INE520A01027,2023-09-01,NSE,EQ,EQ,buy,false,3.000000,534.000000,62875471,1300000015708145,2023-09-01T11:19:38
TRITURBINE,INE152M01016,2023-09-01,NSE,EQ,EQ,buy,false,3.000000,387.399994,62875475,1300000015708208,2023-09-01T11:19:38
TITAGARH,INE615H01020,2023-09-15,NSE,EQ,EQ,sell,false,42.000000,765.400024,61503594,1300000007013437,2023-09-15T09:59:41
APARINDS,INE372A01015,2023-09-15,NSE,EQ,EQ,sell,false,1.000000,5152.649902,1198297,1000000006577405,2023-09-15T09:59:41
TITAGARH,INE615H01020,2023-09-15,NSE,EQ,EQ,sell,false,22.000000,765.500000,61503593,1300000007013437,2023-09-15T09:59:41
STYLAMIND,INE239C01020,2023-09-15,NSE,EQ,EQ,sell,false,22.000000,1726.050049,61503596,1300000007013445,2023-09-15T09:59:41
APARINDS,INE372A01015,2023-09-15,NSE,EQ,EQ,sell,false,1.000000,5152.649902,1198296,1000000006577405,2023-09-15T09:59:41
ARVIND,INE034A01011,2023-09-15,NSE,EQ,EQ,buy,false,60.000000,172.550003,1198882,1000000006580816,2023-09-15T09:59:43
DBCORP,INE950I01011,2023-09-15,NSE,EQ,EQ,buy,false,1.000000,241.750000,21376838,1100000007025750,2023-09-15T09:59:43
DBCORP,INE950I01011,2023-09-15,NSE,EQ,EQ,buy,false,43.000000,241.750000,21376839,1100000007025750,2023-09-15T09:59:43
DBCORP,INE950I01011,2023-09-15,NSE,EQ,EQ,buy,false,50.000000,241.800003,21376840,1100000007025750,2023-09-15T09:59:43
DBCORP,INE950I01011,2023-09-15,NSE,EQ,EQ,buy,false,2.000000,241.600006,21376835,1100000007025750,2023-09-15T09:59:43
DBCORP,INE950I01011,2023-09-15,NSE,EQ,EQ,buy,false,3.000000,241.649994,21376836,1100000007025750,2023-09-15T09:59:43
DBCORP,INE950I01011,2023-09-15,NSE,EQ,EQ,buy,false,32.000000,241.800003,21376841,1100000007025750,2023-09-15T09:59:43
ARVIND,INE034A01011,2023-09-15,NSE,EQ,EQ,buy,false,16.000000,172.550003,1198881,1000000006580816,2023-09-15T09:59:43
DBCORP,INE950I01011,2023-09-15,NSE,EQ,EQ,buy,false,30.000000,241.750000,21376837,1100000007025750,2023-09-15T09:59:43
ARVIND,INE034A01011,2023-09-15,NSE,EQ,EQ,buy,false,18.000000,172.550003,1198883,1000000006580816,2023-09-15T09:59:43
ARVIND,INE034A01011,2023-09-15,NSE,EQ,EQ,buy,false,122.000000,172.550003,1198885,1000000006580816,2023-09-15T09:59:43
ARVIND,INE034A01011,2023-09-15,NSE,EQ,EQ,buy,false,8.000000,172.550003,1198884,1000000006580816,2023-09-15T09:59:43
PHOENIXLTD,INE211B01039,2023-09-15,NSE,EQ,EQ,sell,false,2.000000,1838.449951,41289016,1200000007255206,2023-09-15T10:00:44
PRESTIGE,INE811K01011,2023-09-15,NSE,EQ,EQ,sell,false,9.000000,629.849976,41289013,1200000007255199,2023-09-15T10:00:44
PHOENIXLTD,INE211B01039,2023-09-15,NSE,EQ,EQ,sell,false,2.000000,1838.650024,41289015,1200000007255206,2023-09-15T10:00:44
MINDSPACE,INE0CCU25019,2023-09-15,NSE,EQ,RR,sell,false,3.000000,320.170013,41289009,1200000007255196,2023-09-15T10:00:44
EMBASSY,INE041025011,2023-09-15,NSE,EQ,RR,sell,false,6.000000,306.790009,21399329,1100000007135298,2023-09-15T10:00:44
EMBASSY,INE041025011,2023-09-15,NSE,EQ,RR,sell,false,25.000000,306.779999,21399330,1100000007135298,2023-09-15T10:00:44
MINDSPACE,INE0CCU25019,2023-09-15,NSE,EQ,RR,sell,false,4.000000,320.160004,41289010,1200000007255196,2023-09-15T10:00:44
MINDSPACE,INE0CCU25019,2023-09-15,NSE,EQ,RR,sell,false,29.000000,320.149994,41289011,1200000007255196,2023-09-15T10:00:44
NXST,INE0NDH25011,2023-09-15,NSE,EQ,RR,buy,false,66.000000,123.500000,41289564,1200000007258068,2023-09-15T10:00:46
NXST,INE0NDH25011,2023-09-15,NSE,EQ,RR,buy,false,2.000000,123.500000,41289565,1200000007258068,2023-09-15T10:00:46
NXST,INE0NDH25011,2023-09-15,NSE,EQ,RR,buy,false,155.000000,123.500000,41289566,1200000007258068,2023-09-15T10:00:46
BRIGADE,INE791I01019,2023-09-15,NSE,EQ,EQ,buy,false,8.000000,619.599976,1216463,1000000006679761,2023-09-15T10:00:46
TATAPOWER,INE245A01021,2023-09-15,NSE,EQ,EQ,sell,false,28.000000,266.450012,61538036,1300000007175905,2023-09-15T10:01:18
TCS,INE467B01029,2023-09-15,NSE,EQ,EQ,sell,false,3.000000,3572.250000,61538035,1300000007175903,2023-09-15T10:01:18
INDHOTEL,INE053A01029,2023-09-15,NSE,EQ,EQ,sell,false,10.000000,426.649994,21412119,1100000007193557,2023-09-15T10:01:18
INDHOTEL,INE053A01029,2023-09-15,NSE,EQ,EQ,sell,false,10.000000,426.700012,21412117,1100000007193557,2023-09-15T10:01:18
TATACONSUM,INE192A01025,2023-09-15,NSE,EQ,EQ,sell,false,13.000000,877.799988,61538030,1300000007175900,2023-09-15T10:01:18
INDHOTEL,INE053A01029,2023-09-15,NSE,EQ,EQ,sell,false,5.000000,426.649994,21412118,1100000007193557,2023-09-15T10:01:18
TITAN,INE280A01028,2023-09-15,NSE,EQ,EQ,buy,false,1.000000,3243.250000,61538795,1300000007180159,2023-09-15T10:01:20
TITAN,INE280A01028,2023-09-15,NSE,EQ,EQ,buy,false,1.000000,3243.250000,61538794,1300000007180159,2023-09-15T10:01:20
TATAMOTORS,INE155A01022,2023-09-18,NSE,EQ,EQ,buy,false,68.000000,634.150024,60740128,1300000003437397,2023-09-18T09:30:16
BRIGADE,INE791I01019,2023-09-29,NSE,EQ,EQ,buy,false,7.000000,572.000000,1916763,1000000014797247,2023-09-29T11:43:57
GODREJPROP,INE484J01027,2023-09-29,NSE,EQ,EQ,buy,false,4.000000,1559.449951,22466548,1100000014687716,2023-09-29T11:43:57
GODREJPROP,INE484J01027,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,1559.449951,22466549,1100000014687716,2023-09-29T11:43:57
PRESTIGE,INE811K01011,2023-09-29,NSE,EQ,EQ,buy,false,4.000000,604.799988,42612157,1200000019345808,2023-09-29T11:43:57
EMBASSY,INE041025011,2023-09-29,NSE,EQ,RR,buy,false,10.000000,302.000000,22466554,1100000014687737,2023-09-29T11:43:57
PRESTIGE,INE811K01011,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,604.799988,42612158,1200000019345808,2023-09-29T11:43:57
BRIGADE,INE791I01019,2023-09-29,NSE,EQ,EQ,buy,false,11.000000,572.049988,1916764,1000000014797247,2023-09-29T11:43:57
DLF,INE271C01023,2023-09-29,NSE,EQ,EQ,buy,false,12.000000,526.700012,22466550,1100000014687717,2023-09-29T11:43:57
MINDSPACE,INE0CCU25019,2023-09-29,NSE,EQ,RR,buy,false,10.000000,313.760010,42612162,1200000019345844,2023-09-29T11:43:57
PRESTIGE,INE811K01011,2023-09-29,NSE,EQ,EQ,buy,false,6.000000,604.849976,42612159,1200000019345808,2023-09-29T11:43:57
PHOENIXLTD,INE211B01039,2023-09-29,NSE,EQ,EQ,buy,false,3.000000,1808.349976,42612160,1200000019345837,2023-09-29T11:43:57
OBEROIRLTY,INE093I01010,2023-09-29,NSE,EQ,EQ,buy,false,3.000000,1148.949951,42612161,1200000019345841,2023-09-29T11:43:57
NXST,INE0NDH25011,2023-09-29,NSE,EQ,RR,buy,false,20.000000,124.099998,42612168,1200000019345877,2023-09-29T11:43:57
ZENSARTECH,INE520A01027,2023-09-29,NSE,EQ,EQ,buy,false,26.000000,514.400024,62408565,1300000014911038,2023-09-29T11:44:31
FINCABLES,INE235A01022,2023-09-29,NSE,EQ,EQ,buy,false,5.000000,1147.800049,22472734,1100000014729163,2023-09-29T11:44:31
AKZOINDIA,INE133A01011,2023-09-29,NSE,EQ,EQ,buy,false,7.000000,2474.649902,1922573,1000000014845817,2023-09-29T11:44:31
GPPL,INE517F01014,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,124.500000,22472729,1100000014729144,2023-09-29T11:44:31
GPPL,INE517F01014,2023-09-29,NSE,EQ,EQ,buy,false,53.000000,124.500000,22472731,1100000014729144,2023-09-29T11:44:31
GPPL,INE517F01014,2023-09-29,NSE,EQ,EQ,buy,false,13.000000,124.500000,22472730,1100000014729144,2023-09-29T11:44:31
CYIENT,INE136B01020,2023-09-29,NSE,EQ,EQ,buy,false,5.000000,1693.650024,1922580,1000000014845867,2023-09-29T11:44:31
EXIDEIND,INE302A01020,2023-09-29,NSE,EQ,EQ,buy,false,42.000000,261.750000,22472732,1100000014729146,2023-09-29T11:44:31
IDFC,INE043D01016,2023-09-29,NSE,EQ,EQ,buy,false,48.000000,128.750000,22472733,1100000014729156,2023-09-29T11:44:31
TRITURBINE,INE152M01016,2023-09-29,NSE,EQ,EQ,buy,false,9.000000,437.950012,62408562,1300000014911034,2023-09-29T11:44:31
MAZDOCK,INE249Z01012,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,2204.350098,42619533,1200000019399005,2023-09-29T11:44:31
GPPL,INE517F01014,2023-09-29,NSE,EQ,EQ,buy,false,20.000000,124.500000,22472728,1100000014729144,2023-09-29T11:44:31
TDPOWERSYS,INE419M01027,2023-09-29,NSE,EQ,EQ,buy,false,22.000000,258.649994,62417714,1300000014961407,2023-09-29T11:45:09
SANGHVIMOV,INE989A01024,2023-09-29,NSE,EQ,EQ,buy,false,8.000000,689.450012,62417724,1300000014961463,2023-09-29T11:45:09
GANECOS,INE845D01014,2023-09-29,NSE,EQ,EQ,buy,false,6.000000,972.849976,22478878,1100000014770520,2023-09-29T11:45:09
GANECOS,INE845D01014,2023-09-29,NSE,EQ,EQ,buy,false,7.000000,973.000000,22478879,1100000014770520,2023-09-29T11:45:09
BBL,INE464A01028,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,3582.449951,1929754,1000000014901197,2023-09-29T11:45:09
BBL,INE464A01028,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,3582.399902,1929753,1000000014901197,2023-09-29T11:45:09
GRAVITA,INE024L01027,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,905.950012,22478876,1100000014770514,2023-09-29T11:45:09
FIEMIND,INE737H01014,2023-09-29,NSE,EQ,EQ,buy,false,5.000000,1807.599976,22478872,1100000014770418,2023-09-29T11:45:09
INOXWIND,INE066P01011,2023-09-29,NSE,EQ,EQ,buy,false,27.000000,193.449997,22478874,1100000014770464,2023-09-29T11:45:09
SKIPPER,INE439E01022,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,218.500000,62417729,1300000014961481,2023-09-29T11:45:09
KPITTECH,INE04I401011,2023-09-29,NSE,EQ,EQ,buy,false,4.000000,1160.800049,42626772,1200000019460384,2023-09-29T11:45:09
IONEXCHANG,INE570A01022,2023-09-29,NSE,EQ,EQ,buy,false,18.000000,516.750000,22478875,1100000014770480,2023-09-29T11:45:09
TECHNOE,INE285K01026,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,504.799988,62417718,1300000014961430,2023-09-29T11:45:09
TECHNOE,INE285K01026,2023-09-29,NSE,EQ,EQ,buy,false,8.000000,504.799988,62417719,1300000014961430,2023-09-29T11:45:09
SKIPPER,INE439E01022,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,218.500000,62417725,1300000014961481,2023-09-29T11:45:09
SKIPPER,INE439E01022,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,218.500000,62417727,1300000014961481,2023-09-29T11:45:09
MTARTECH,INE864I01014,2023-09-29,NSE,EQ,EQ,buy,false,2.000000,2534.149902,42626766,1200000019460325,2023-09-29T11:45:09
SKIPPER,INE439E01022,2023-09-29,NSE,EQ,EQ,buy,false,13.000000,218.500000,62417730,1300000014961481,2023-09-29T11:45:09
SKIPPER,INE439E01022,2023-09-29,NSE,EQ,EQ,buy,false,9.000000,218.600006,62417732,1300000014961481,2023-09-29T11:45:09
SKIPPER,INE439E01022,2023-09-29,NSE,EQ,EQ,buy,false,3.000000,218.550003,62417731,1300000014961481,2023-09-29T11:45:09
SHAKTIPUMP,INE908D01010,2023-09-29,NSE,EQ,EQ,buy,false,2.000000,857.650024,62417717,1300000014961416,2023-09-29T11:45:09
SWSOLAR,INE00M201021,2023-09-29,NSE,EQ,BE,buy,false,16.000000,361.450012,62417733,1300000014961506,2023-09-29T11:45:09
SHAKTIPUMP,INE908D01010,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,857.650024,62417716,1300000014961416,2023-09-29T11:45:09
PITTIENG,INE450D01021,2023-09-29,NSE,EQ,EQ,buy,false,2.000000,600.549988,42626767,1200000019460362,2023-09-29T11:45:09
SHAKTIPUMP,INE908D01010,2023-09-29,NSE,EQ,EQ,buy,false,7.000000,857.500000,62417715,1300000014961416,2023-09-29T11:45:09
SKIPPER,INE439E01022,2023-09-29,NSE,EQ,EQ,buy,false,4.000000,218.500000,62417728,1300000014961481,2023-09-29T11:45:09
SKIPPER,INE439E01022,2023-09-29,NSE,EQ,EQ,buy,false,4.000000,218.500000,62417726,1300000014961481,2023-09-29T11:45:09
SANGHVIMOV,INE989A01024,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,689.450012,62417723,1300000014961463,2023-09-29T11:45:09
SANGHVIMOV,INE989A01024,2023-09-29,NSE,EQ,EQ,buy,false,5.000000,689.450012,62417722,1300000014961463,2023-09-29T11:45:09
PENIND,INE932A01024,2023-09-29,NSE,EQ,EQ,buy,false,22.000000,112.599998,42626770,1200000019460383,2023-09-29T11:45:09
PENIND,INE932A01024,2023-09-29,NSE,EQ,EQ,buy,false,6.000000,112.599998,42626771,1200000019460383,2023-09-29T11:45:09
SBCL,INE386D01027,2023-09-29,NSE,EQ,EQ,buy,false,24.000000,539.500000,62417720,1300000014961451,2023-09-29T11:45:09
BORORENEW,INE666D01022,2023-09-29,NSE,EQ,EQ,buy,false,15.000000,429.000000,1929752,1000000014901178,2023-09-29T11:45:09
FUSION,INE139R01012,2023-09-29,NSE,EQ,EQ,buy,false,5.000000,599.700012,22487364,1100000014827196,2023-09-29T11:45:52
HGINFRA,INE926X01010,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,951.349976,22487362,1100000014827155,2023-09-29T11:45:52
FINCABLES,INE235A01022,2023-09-29,NSE,EQ,EQ,buy,false,7.000000,1147.800049,22487356,1100000014827149,2023-09-29T11:45:52
ARVIND,INE034A01011,2023-09-29,NSE,EQ,EQ,buy,false,40.000000,173.649994,1936907,1000000014958731,2023-09-29T11:45:52
GLENMARK,INE935A01035,2023-09-29,NSE,EQ,EQ,buy,false,9.000000,820.450012,22487359,1100000014827152,2023-09-29T11:45:52
ITC,INE154A01025,2023-09-29,NSE,EQ,EQ,buy,false,30.000000,442.450012,22487388,1100000014827227,2023-09-29T11:45:52
FUSION,INE139R01012,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,599.700012,22487365,1100000014827196,2023-09-29T11:45:52
FUSION,INE139R01012,2023-09-29,NSE,EQ,EQ,buy,false,17.000000,599.700012,22487366,1100000014827196,2023-09-29T11:45:52
ZYDUSLIFE,INE010B01027,2023-09-29,NSE,EQ,EQ,buy,false,21.000000,614.000000,1936906,1000000014958730,2023-09-29T11:45:52
HGINFRA,INE926X01010,2023-09-29,NSE,EQ,EQ,buy,false,5.000000,951.049988,22487360,1100000014827155,2023-09-29T11:45:52
DBCORP,INE950I01011,2023-09-29,NSE,EQ,EQ,buy,false,24.000000,247.750000,22487357,1100000014827151,2023-09-29T11:45:52
HGINFRA,INE926X01010,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,951.299988,22487361,1100000014827155,2023-09-29T11:45:52
GLENMARK,INE935A01035,2023-09-29,NSE,EQ,EQ,buy,false,4.000000,820.450012,22487358,1100000014827152,2023-09-29T11:45:52
HGINFRA,INE926X01010,2023-09-29,NSE,EQ,EQ,buy,false,5.000000,951.349976,22487363,1100000014827155,2023-09-29T11:45:52
ZENSARTECH,INE520A01027,2023-09-29,NSE,EQ,EQ,buy,false,15.000000,514.200012,62427023,1300000015023037,2023-09-29T11:45:52
M&M,INE101A01026,2023-09-29,NSE,EQ,EQ,buy,false,5.000000,1566.250000,42636132,1200000019532934,2023-09-29T11:45:52
MINDACORP,INE842C01021,2023-09-29,NSE,EQ,EQ,buy,false,24.000000,332.600006,42636125,1200000019532912,2023-09-29T11:45:52
NCC,INE868B01028,2023-09-29,NSE,EQ,EQ,buy,false,53.000000,157.199997,42636133,1200000019532937,2023-09-29T11:45:52
KARURVYSYA,INE036D01028,2023-09-29,NSE,EQ,EQ,buy,false,57.000000,133.449997,42636134,1200000019532940,2023-09-29T11:45:52
NTPC,INE733E01010,2023-09-29,NSE,EQ,EQ,buy,false,18.000000,246.600006,42636117,1200000019532890,2023-09-29T11:45:52
ZENSARTECH,INE520A01027,2023-09-29,NSE,EQ,EQ,buy,false,2.000000,514.299988,62427024,1300000015023037,2023-09-29T11:45:52
TATASTEEL,INE081A01020,2023-09-29,NSE,EQ,EQ,buy,false,35.000000,128.300003,62435683,1300000015087752,2023-09-29T11:46:34
INDHOTEL,INE053A01029,2023-09-29,NSE,EQ,EQ,buy,false,16.000000,408.950012,22496678,1100000014881774,2023-09-29T11:46:34
VOLTAS,INE226A01021,2023-09-29,NSE,EQ,EQ,buy,false,8.000000,866.599976,62435684,1300000015087754,2023-09-29T11:46:34
TATACONSUM,INE192A01025,2023-09-29,NSE,EQ,EQ,buy,false,7.000000,882.900024,62435680,1300000015087737,2023-09-29T11:46:34
TITAN,INE280A01028,2023-09-29,NSE,EQ,EQ,buy,false,3.000000,3173.949951,62435681,1300000015087744,2023-09-29T11:46:34
TCS,INE467B01029,2023-09-29,NSE,EQ,EQ,buy,false,2.000000,3556.899902,62435679,1300000015087727,2023-09-29T11:46:34
INDHOTEL,INE053A01029,2023-09-29,NSE,EQ,EQ,buy,false,2.000000,408.950012,22496677,1100000014881774,2023-09-29T11:46:34
TATAPOWER,INE245A01021,2023-09-29,NSE,EQ,EQ,buy,false,20.000000,262.799988,62435676,1300000015087723,2023-09-29T11:46:34
TATAMOTORS,INE155A01022,2023-09-29,NSE,EQ,EQ,buy,false,8.000000,630.450012,62435678,1300000015087726,2023-09-29T11:46:34
TATACHEM,INE092A01019,2023-09-29,NSE,EQ,EQ,buy,false,3.000000,1029.349976,62435677,1300000015087724,2023-09-29T11:46:34
MARICO,INE196A01026,2023-09-29,NSE,EQ,EQ,buy,false,4.000000,560.500000,42666720,1200000019784381,2023-09-29T11:48:23
ASTRAL,INE006I01046,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,1912.400024,1958297,1000000015143486,2023-09-29T11:48:23
ITC,INE154A01025,2023-09-29,NSE,EQ,EQ,buy,false,5.000000,442.399994,22515752,1100000015008168,2023-09-29T11:48:23
HINDUNILVR,INE030A01027,2023-09-29,NSE,EQ,EQ,buy,false,3.000000,2464.899902,22515751,1100000015008166,2023-09-29T11:48:23
ITC,INE154A01025,2023-09-29,NSE,EQ,EQ,buy,false,4.000000,442.450012,22515753,1100000015008168,2023-09-29T11:48:23
INFY,INE009A01021,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,1433.199951,22515758,1100000015008182,2023-09-29T11:48:23
ASIANPAINT,INE021A01026,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,3169.949951,1958300,1000000015143512,2023-09-29T11:48:23
RELIANCE,INE002A01018,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,2356.449951,62459865,1300000015254654,2023-09-29T11:48:23
PIDILITIND,INE318A01026,2023-09-29,NSE,EQ,EQ,buy,false,3.000000,2450.000000,42666722,1200000019784419,2023-09-29T11:48:23
REDINGTON,INE891D01026,2023-09-29,NSE,EQ,EQ,buy,false,54.000000,155.250000,62459864,1300000015254641,2023-09-29T11:48:23
JIOFIN,INE758E01017,2023-09-29,NSE,EQ,EQ,buy,false,3.000000,225.899994,42666721,1200000019784416,2023-09-29T11:48:23
GOLDBEES,INF204KB17I5,2023-09-29,NSE,EQ,EQ,buy,false,211.000000,49.619999,22521948,1100000015046646,2023-09-29T11:48:57
NIFTYBEES,INF204KB14I2,2023-09-29,NSE,EQ,EQ,buy,false,15.000000,217.190002,42672959,1200000019837361,2023-09-29T11:48:57
LIQUIDBEES,INF732E01037,2023-09-29,NSE,EQ,EQ,buy,false,7.000000,1000.010010,42672961,1200000019837370,2023-09-29T11:48:57
JUNIORBEES,INF732E01045,2023-09-29,NSE,EQ,EQ,buy,false,8.000000,477.649994,42672960,1200000019837362,2023-09-29T11:48:57
CYIENT,INE136B01020,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,1701.000000,1977299,1000000015299885,2023-09-29T11:50:34
FINCABLES,INE235A01022,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,1147.599976,22538204,1100000015158687,2023-09-29T11:50:34
EXIDEIND,INE302A01020,2023-09-29,NSE,EQ,EQ,buy,false,2.000000,261.700012,22538205,1100000015158692,2023-09-29T11:50:34
IDFC,INE043D01016,2023-09-29,NSE,EQ,EQ,buy,false,3.000000,129.100006,22538206,1100000015158699,2023-09-29T11:50:34
ZENSARTECH,INE520A01027,2023-09-29,NSE,EQ,EQ,buy,false,1.000000,514.000000,62487406,1300000015458711,2023-09-29T11:50:34
GPPL,INE517F01014,2023-09-29,NSE,EQ,EQ,buy,false,2.000000,124.500000,22538208,1100000015158727,2023-09-29T11:50:35
TRITURBINE,INE152M01016,2023-09-29,NSE,EQ,EQ,buy,false,2.000000,438.850006,62487408,1300000015458728,2023-09-29T11:50:35
NIFTYBEES,INF204KB14I2,2023-10-04,NSE,EQ,EQ,sell,false,10.000000,214.449997,42793227,1200000016968731,2023-10-04T11:15:23
JUNIORBEES,INF732E01045,2023-10-04,NSE,EQ,EQ,sell,false,240.000000,474.309998,42793234,1200000016968764,2023-10-04T11:15:23
NIFTYBEES,INF204KB14I2,2023-10-04,NSE,EQ,EQ,sell,false,8.000000,214.410004,42793233,1200000016968731,2023-10-04T11:15:23
NIFTYBEES,INF204KB14I2,2023-10-04,NSE,EQ,EQ,sell,false,10.000000,214.410004,42793232,1200000016968731,2023-10-04T11:15:23
NIFTYBEES,INF204KB14I2,2023-10-04,NSE,EQ,EQ,sell,false,5.000000,214.410004,42793231,1200000016968731,2023-10-04T11:15:23
NIFTYBEES,INF204KB14I2,2023-10-04,NSE,EQ,EQ,sell,false,20.000000,214.410004,42793230,1200000016968731,2023-10-04T11:15:23
NIFTYBEES,INF204KB14I2,2023-10-04,NSE,EQ,EQ,sell,false,4.000000,214.410004,42793229,1200000016968731,2023-10-04T11:15:23
NIFTYBEES,INF204KB14I2,2023-10-04,NSE,EQ,EQ,sell,false,291.000000,214.410004,42793228,1200000016968731,2023-10-04T11:15:23
GOLDBEES,INF204KB17I5,2023-10-04,NSE,EQ,EQ,buy,false,404.000000,48.389999,22726515,1100000014917314,2023-10-04T11:15:25
