Date,Ticker,Country,Type,Qty,Price,Currency
2023-01-16,INF959L01FZ1,IND,BUY,59.717,8.3725,INR
2023-01-16,INF959L01FP2,IND,BUY,43.908,11.3871,INR
2023-01-16,INF959L01FX6,IND,BUY,44.898,11.136,INR
2023-01-16,INF959L01FV0,IND,BUY,49.428,10.1153,INR
2023-01-16,INF959L01FV0,IND,BUY,49.428,10.1153,INR
2023-01-27,INF247L01AG2,IND,BUY,33.131,15.0912,INR
2023-01-27,INF959L01FV0,IND,SELL,98.856,10.2953,INR
2023-01-30,INF247L01AG2,IND,BUY,330.759,15.116,INR
2023-01-30,INF959L01FZ1,IND,BUY,1744.079,8.6001,INR
2023-01-30,INF959L01FX6,IND,BUY,463.721,10.7818,INR
2023-02-24,INF959L01FZ1,IND,SELL,1803.796,8.7791,INR
2023-02-27,INF109KC1U50,IND,BUY,51804.32,8.6861,INR
2023-02-27,INF109KC1U50,IND,BUY,1822.937,8.6861,INR
2023-02-27,INF247L01AG2,IND,BUY,10006.171,14.99,INR
2023-03-15,INF109KC1U50,IND,SELL,53627.257,8.776,INR
2023-03-15,INF109K012M7,IND,SELL,5624.871,173.67,INR
2023-03-15,INF247L01AG2,IND,SELL,10370.061,14.8208,INR
2023-03-15,INF959L01FP2,IND,SELL,43.908,10.8069,INR
2023-03-15,INF959L01FX6,IND,SELL,508.619,10.6792,INR
2023-03-15,INF789F01XA0,IND,SELL,8469.003,115.3624,INR
2023-12-11,INF209KB18C5,IND,BUY,9.037,11.0659,INR
2023-12-11,INF846K013D2,IND,BUY,8.051,12.4206,INR
2023-12-11,INF179KC1BM8,IND,BUY,6.981,14.3236,INR
2023-12-11,INF109KC10J7,IND,BUY,378.895,13.1956,INR
2023-12-11,INF109K012M7,IND,BUY,0.462,216.5527,INR
2023-12-11,INF109KB10X0,IND,BUY,4.393,22.7634,INR
2023-12-11,INF174KA1FQ7,IND,BUY,7.327,13.6487,INR
2023-12-11,INF247L01AE7,IND,BUY,28.057,17.82,INR
2023-12-11,INF959L01FZ1,IND,BUY,0.832,12.0261,INR
2023-12-11,INF959L01FP2,IND,BUY,0.742,13.4824,INR
2023-12-11,INF959L01HK9,IND,BUY,0.94,10.6388,INR
2023-12-11,INF959L01FV0,IND,BUY,0.836,11.9577,INR
2023-12-11,INF959L01FV0,IND,BUY,0.836,11.9577,INR
2023-12-11,INF789F1AVD7,IND,BUY,405.659,12.325,INR
2023-12-13,INF209KB18C5,IND,BUY,47379.0,11.2597,INR
2023-12-13,INF109KC10J7,IND,BUY,40346.79,13.2222,INR
2023-12-13,INF109K012M7,IND,BUY,1235.916,215.821,INR
2023-12-13,INF109KB10X0,IND,BUY,11775.777,22.6513,INR
2023-12-13,INF174KA1FQ7,IND,BUY,38427.757,13.8825,INR
2023-12-13,INF959L01FZ1,IND,BUY,65158.71,12.2771,INR
2023-12-13,INF959L01FP2,IND,BUY,59534.565,13.4369,INR
2023-12-13,INF959L01HK9,IND,BUY,25195.211,10.5868,INR
2023-12-13,INF959L01FV0,IND,BUY,43758.886,12.1912,INR
2023-12-13,INF789F1AVD7,IND,BUY,21749.21,12.2642,INR
2023-12-18,INF846K013D2,IND,SELL,8.051,12.669,INR
2023-12-18,INF179KC1BM8,IND,BUY,36453.877,14.6342,INR
2023-12-18,INF247L01AE7,IND,SELL,28.057,18.177,INR
