Date,Ticker,Country,Type,Qty,Price,Currency
2025-02-11,INF109KC13E2,IND,SELL,62235.559,14.5055,INR
2025-03-03,INF179KC1BQ9,IND,BUY,73910.505,13.5292,INR
2025-03-03,INF109K012M7,IND,BUY,4338.27,230.4951,INR
2025-04-25,INF109KC11D8,IND,SELL,32881.692,15.6836,INR
2025-04-25,INF109KC11A4,IND,SELL,53053.924,15.6099,INR
2025-04-25,INF174KA1OR7,IND,SELL,139724.466,14.305,INR
2025-04-25,INF247L01AV1,IND,SELL,35853.707,14.425,INR
2025-04-25,INF959L01FT4,IND,SELL,58029.249,14.2793,INR
2025-12-02,INF179KC1BM8,IND,SELL,39666.389,18.711,INR
2025-12-02,INF179KC1BQ9,IND,SELL,73910.505,16.2967,INR
2025-12-02,INF109KB10X0,IND,SELL,17150.771,28.2532,INR
2025-12-02,INF109KC10J7,IND,SELL,43093.863,17.2161,INR
2025-12-02,INF109K012M7,IND,SELL,9253.505,273.4591,INR
2025-12-02,INF959L01FP2,IND,SELL,78943.043,17.0546,INR
2025-12-02,INF789F1AVD7,IND,SELL,31677.319,15.2956,INR
